-8.090169943749472292e-01,-5.877852522924733591e-01,0.000000000000000000e+00
-7.289686274214115524e-01,-6.845471059286887261e-01,0.000000000000000000e+00
-6.374239897486895234e-01,-7.705132427757893643e-01,0.000000000000000000e+00
-5.358267949789963236e-01,-8.443279255020152974e-01,0.000000000000000000e+00
-4.257792915650721599e-01,-9.048270524660197989e-01,0.000000000000000000e+00
-3.090169943749475623e-01,-9.510565162951535312e-01,0.000000000000000000e+00
-1.873813145857246287e-01,-9.822872507286887211e-01,0.000000000000000000e+00
-6.279051952931320735e-02,-9.980267284282715590e-01,0.000000000000000000e+00
6.279051952931372083e-02,-9.980267284282715590e-01,0.000000000000000000e+00
1.873813145857251283e-01,-9.822872507286886101e-01,0.000000000000000000e+00
3.090169943749472292e-01,-9.510565162951536422e-01,0.000000000000000000e+00
4.257792915650726040e-01,-9.048270524660195768e-01,0.000000000000000000e+00
5.358267949789967677e-01,-8.443279255020149643e-01,0.000000000000000000e+00
6.374239897486899675e-01,-7.705132427757890312e-01,0.000000000000000000e+00
7.289686274214118855e-01,-6.845471059286882820e-01,0.000000000000000000e+00
8.090169943749477843e-01,-5.877852522924725820e-01,0.000000000000000000e+00
8.763066800438635839e-01,-4.817536741017153235e-01,0.000000000000000000e+00
9.297764858882514583e-01,-3.681245526846778637e-01,0.000000000000000000e+00
9.685831611286311871e-01,-2.486898871648544895e-01,0.000000000000000000e+00
9.921147013144778759e-01,-1.253332335643037865e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000005329e-01
9.921147013144778759e-01,1.253332335643042583e-01,-1.000000000000005329e-01
9.685831611286310761e-01,2.486898871648547948e-01,-1.000000000000005329e-01
9.297764858882513472e-01,3.681245526846779748e-01,-1.000000000000005329e-01
8.763066800438635839e-01,4.817536741017153235e-01,-1.000000000000005329e-01
8.090169943749474513e-01,5.877852522924731371e-01,-1.000000000000005329e-01
7.289686274214115524e-01,6.845471059286887261e-01,-1.000000000000005329e-01
6.374239897486896345e-01,7.705132427757892533e-01,-1.000000000000005329e-01
5.358267949789965456e-01,8.443279255020150753e-01,-1.000000000000005329e-01
4.257792915650726595e-01,9.048270524660195768e-01,-1.000000000000005329e-01
3.090169943749474513e-01,9.510565162951535312e-01,-1.000000000000005329e-01
1.873813145857245177e-01,9.822872507286887211e-01,-1.000000000000005329e-01
6.279051952931330449e-02,9.980267284282715590e-01,-1.000000000000005329e-01
-6.279051952931340164e-02,9.980267284282715590e-01,-1.000000000000005329e-01
-1.873813145857248230e-01,9.822872507286886101e-01,-1.000000000000005329e-01
-3.090169943749475623e-01,9.510565162951535312e-01,-1.000000000000005329e-01
-4.257792915650727150e-01,9.048270524660194658e-01,-1.000000000000005329e-01
-5.358267949789968787e-01,8.443279255020149643e-01,-1.000000000000005329e-01
-6.374239897486897455e-01,7.705132427757892533e-01,-1.000000000000005329e-01
-7.289686274214116635e-01,6.845471059286885041e-01,-1.000000000000005329e-01
-8.090169943749473402e-01,5.877852522924732481e-01,-1.000000000000005329e-01
-8.763066800438635839e-01,4.817536741017152124e-01,-1.000000000000005329e-01
-9.297764858882514583e-01,3.681245526846777527e-01,-1.000000000000005329e-01
-9.685831611286310761e-01,2.486898871648548226e-01,-1.000000000000005329e-01
-9.921147013144778759e-01,1.253332335643040918e-01,-1.000000000000005329e-01
-1.000000000000000000e+00,-3.216245299353273201e-16,-1.000000000000005329e-01
-9.921147013144778759e-01,-1.253332335643042861e-01,-1.000000000000005329e-01
-9.685831611286310761e-01,-2.486898871648550169e-01,-1.000000000000005329e-01
-9.297764858882512362e-01,-3.681245526846783078e-01,-1.000000000000005329e-01
-8.763066800438634729e-01,-4.817536741017153790e-01,-1.000000000000005329e-01
-8.090169943749472292e-01,-5.877852522924733591e-01,-1.000000000000005329e-01
-7.289686274214115524e-01,-6.845471059286887261e-01,-1.000000000000005329e-01
-6.374239897486895234e-01,-7.705132427757893643e-01,-1.000000000000005329e-01
-5.358267949789963236e-01,-8.443279255020152974e-01,-1.000000000000005329e-01
-4.257792915650721599e-01,-9.048270524660197989e-01,-1.000000000000005329e-01
-3.090169943749475623e-01,-9.510565162951535312e-01,-1.000000000000005329e-01
-1.873813145857246287e-01,-9.822872507286887211e-01,-1.000000000000005329e-01
-6.279051952931320735e-02,-9.980267284282715590e-01,-1.000000000000005329e-01
6.279051952931372083e-02,-9.980267284282715590e-01,-1.000000000000005329e-01
1.873813145857251283e-01,-9.822872507286886101e-01,-1.000000000000005329e-01
3.090169943749472292e-01,-9.510565162951536422e-01,-1.000000000000005329e-01
4.257792915650726040e-01,-9.048270524660195768e-01,-1.000000000000005329e-01
5.358267949789967677e-01,-8.443279255020149643e-01,-1.000000000000005329e-01
6.374239897486899675e-01,-7.705132427757890312e-01,-1.000000000000005329e-01
7.289686274214118855e-01,-6.845471059286882820e-01,-1.000000000000005329e-01
8.090169943749477843e-01,-5.877852522924725820e-01,-1.000000000000005329e-01
8.763066800438635839e-01,-4.817536741017153235e-01,-1.000000000000005329e-01
9.297764858882514583e-01,-3.681245526846778637e-01,-1.000000000000005329e-01
9.685831611286311871e-01,-2.486898871648544895e-01,-1.000000000000005329e-01
9.921147013144778759e-01,-1.253332335643037865e-01,-1.000000000000005329e-01
1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000001776e-01
9.921147013144778759e-01,1.253332335643042583e-01,-2.000000000000001776e-01
9.685831611286310761e-01,2.486898871648547948e-01,-2.000000000000001776e-01
9.297764858882513472e-01,3.681245526846779748e-01,-2.000000000000001776e-01
8.763066800438635839e-01,4.817536741017153235e-01,-2.000000000000001776e-01
8.090169943749474513e-01,5.877852522924731371e-01,-2.000000000000001776e-01
7.289686274214115524e-01,6.845471059286887261e-01,-2.000000000000001776e-01
6.374239897486896345e-01,7.705132427757892533e-01,-2.000000000000001776e-01
5.358267949789965456e-01,8.443279255020150753e-01,-2.000000000000001776e-01
4.257792915650726595e-01,9.048270524660195768e-01,-2.000000000000001776e-01
3.090169943749474513e-01,9.510565162951535312e-01,-2.000000000000001776e-01
1.873813145857245177e-01,9.822872507286887211e-01,-2.000000000000001776e-01
6.279051952931330449e-02,9.980267284282715590e-01,-2.000000000000001776e-01
-6.279051952931340164e-02,9.980267284282715590e-01,-2.000000000000001776e-01
-1.873813145857248230e-01,9.822872507286886101e-01,-2.000000000000001776e-01
-3.090169943749475623e-01,9.510565162951535312e-01,-2.000000000000001776e-01
-4.257792915650727150e-01,9.048270524660194658e-01,-2.000000000000001776e-01
-5.358267949789968787e-01,8.443279255020149643e-01,-2.000000000000001776e-01
-6.374239897486897455e-01,7.705132427757892533e-01,-2.000000000000001776e-01
-7.289686274214116635e-01,6.845471059286885041e-01,-2.000000000000001776e-01
-8.090169943749473402e-01,5.877852522924732481e-01,-2.000000000000001776e-01
-8.763066800438635839e-01,4.817536741017152124e-01,-2.000000000000001776e-01
-9.297764858882514583e-01,3.681245526846777527e-01,-2.000000000000001776e-01
-9.685831611286310761e-01,2.486898871648548226e-01,-2.000000000000001776e-01
-9.921147013144778759e-01,1.253332335643040918e-01,-2.000000000000001776e-01
-1.000000000000000000e+00,-3.216245299353273201e-16,-2.000000000000001776e-01
-9.921147013144778759e-01,-1.253332335643042861e-01,-2.000000000000001776e-01
-9.685831611286310761e-01,-2.486898871648550169e-01,-2.000000000000001776e-01
-9.297764858882512362e-01,-3.681245526846783078e-01,-2.000000000000001776e-01
-8.763066800438634729e-01,-4.817536741017153790e-01,-2.000000000000001776e-01
-8.090169943749472292e-01,-5.877852522924733591e-01,-2.000000000000001776e-01
-7.289686274214115524e-01,-6.845471059286887261e-01,-2.000000000000001776e-01
-6.374239897486895234e-01,-7.705132427757893643e-01,-2.000000000000001776e-01
-5.358267949789963236e-01,-8.443279255020152974e-01,-2.000000000000001776e-01
-4.257792915650721599e-01,-9.048270524660197989e-01,-2.000000000000001776e-01
-3.090169943749475623e-01,-9.510565162951535312e-01,-2.000000000000001776e-01
-1.873813145857246287e-01,-9.822872507286887211e-01,-2.000000000000001776e-01
-6.279051952931320735e-02,-9.980267284282715590e-01,-2.000000000000001776e-01
6.279051952931372083e-02,-9.980267284282715590e-01,-2.000000000000001776e-01
1.873813145857251283e-01,-9.822872507286886101e-01,-2.000000000000001776e-01
3.090169943749472292e-01,-9.510565162951536422e-01,-2.000000000000001776e-01
4.257792915650726040e-01,-9.048270524660195768e-01,-2.000000000000001776e-01
5.358267949789967677e-01,-8.443279255020149643e-01,-2.000000000000001776e-01
6.374239897486899675e-01,-7.705132427757890312e-01,-2.000000000000001776e-01
7.289686274214118855e-01,-6.845471059286882820e-01,-2.000000000000001776e-01
8.090169943749477843e-01,-5.877852522924725820e-01,-2.000000000000001776e-01
8.763066800438635839e-01,-4.817536741017153235e-01,-2.000000000000001776e-01
9.297764858882514583e-01,-3.681245526846778637e-01,-2.000000000000001776e-01
9.685831611286311871e-01,-2.486898871648544895e-01,-2.000000000000001776e-01
9.921147013144778759e-01,-1.253332335643037865e-01,-2.000000000000001776e-01
1.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000007105e-01
9.921147013144778759e-01,1.253332335643042583e-01,-3.000000000000007105e-01
9.685831611286310761e-01,2.486898871648547948e-01,-3.000000000000007105e-01
9.297764858882513472e-01,3.681245526846779748e-01,-3.000000000000007105e-01
8.763066800438635839e-01,4.817536741017153235e-01,-3.000000000000007105e-01
8.090169943749474513e-01,5.877852522924731371e-01,-3.000000000000007105e-01
7.289686274214115524e-01,6.845471059286887261e-01,-3.000000000000007105e-01
6.374239897486896345e-01,7.705132427757892533e-01,-3.000000000000007105e-01
5.358267949789965456e-01,8.443279255020150753e-01,-3.000000000000007105e-01
4.257792915650726595e-01,9.048270524660195768e-01,-3.000000000000007105e-01
3.090169943749474513e-01,9.510565162951535312e-01,-3.000000000000007105e-01
1.873813145857245177e-01,9.822872507286887211e-01,-3.000000000000007105e-01
6.279051952931330449e-02,9.980267284282715590e-01,-3.000000000000007105e-01
-6.279051952931340164e-02,9.980267284282715590e-01,-3.000000000000007105e-01
-1.873813145857248230e-01,9.822872507286886101e-01,-3.000000000000007105e-01
-3.090169943749475623e-01,9.510565162951535312e-01,-3.000000000000007105e-01
-4.257792915650727150e-01,9.048270524660194658e-01,-3.000000000000007105e-01
-5.358267949789968787e-01,8.443279255020149643e-01,-3.000000000000007105e-01
-6.374239897486897455e-01,7.705132427757892533e-01,-3.000000000000007105e-01
-7.289686274214116635e-01,6.845471059286885041e-01,-3.000000000000007105e-01
-8.090169943749473402e-01,5.877852522924732481e-01,-3.000000000000007105e-01
-8.763066800438635839e-01,4.817536741017152124e-01,-3.000000000000007105e-01
-9.297764858882514583e-01,3.681245526846777527e-01,-3.000000000000007105e-01
-9.685831611286310761e-01,2.486898871648548226e-01,-3.000000000000007105e-01
-9.921147013144778759e-01,1.253332335643040918e-01,-3.000000000000007105e-01
-1.000000000000000000e+00,-3.216245299353273201e-16,-3.000000000000007105e-01
-9.921147013144778759e-01,-1.253332335643042861e-01,-3.000000000000007105e-01
-9.685831611286310761e-01,-2.486898871648550169e-01,-3.000000000000007105e-01
-9.297764858882512362e-01,-3.681245526846783078e-01,-3.000000000000007105e-01
-8.763066800438634729e-01,-4.817536741017153790e-01,-3.000000000000007105e-01
-8.090169943749472292e-01,-5.877852522924733591e-01,-3.000000000000007105e-01
-7.289686274214115524e-01,-6.845471059286887261e-01,-3.000000000000007105e-01
-6.374239897486895234e-01,-7.705132427757893643e-01,-3.000000000000007105e-01
-5.358267949789963236e-01,-8.443279255020152974e-01,-3.000000000000007105e-01
-4.257792915650721599e-01,-9.048270524660197989e-01,-3.000000000000007105e-01
-3.090169943749475623e-01,-9.510565162951535312e-01,-3.000000000000007105e-01
-1.873813145857246287e-01,-9.822872507286887211e-01,-3.000000000000007105e-01
-6.279051952931320735e-02,-9.980267284282715590e-01,-3.000000000000007105e-01
6.279051952931372083e-02,-9.980267284282715590e-01,-3.000000000000007105e-01
1.873813145857251283e-01,-9.822872507286886101e-01,-3.000000000000007105e-01
3.090169943749472292e-01,-9.510565162951536422e-01,-3.000000000000007105e-01
4.257792915650726040e-01,-9.048270524660195768e-01,-3.000000000000007105e-01
5.358267949789967677e-01,-8.443279255020149643e-01,-3.000000000000007105e-01
6.374239897486899675e-01,-7.705132427757890312e-01,-3.000000000000007105e-01
7.289686274214118855e-01,-6.845471059286882820e-01,-3.000000000000007105e-01
8.090169943749477843e-01,-5.877852522924725820e-01,-3.000000000000007105e-01
8.763066800438635839e-01,-4.817536741017153235e-01,-3.000000000000007105e-01
9.297764858882514583e-01,-3.681245526846778637e-01,-3.000000000000007105e-01
9.685831611286311871e-01,-2.486898871648544895e-01,-3.000000000000007105e-01
9.921147013144778759e-01,-1.253332335643037865e-01,-3.000000000000007105e-01
1.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000003553e-01
9.921147013144778759e-01,1.253332335643042583e-01,-4.000000000000003553e-01
9.685831611286310761e-01,2.486898871648547948e-01,-4.000000000000003553e-01
9.297764858882513472e-01,3.681245526846779748e-01,-4.000000000000003553e-01
8.763066800438635839e-01,4.817536741017153235e-01,-4.000000000000003553e-01
8.090169943749474513e-01,5.877852522924731371e-01,-4.000000000000003553e-01
7.289686274214115524e-01,6.845471059286887261e-01,-4.000000000000003553e-01
6.374239897486896345e-01,7.705132427757892533e-01,-4.000000000000003553e-01
5.358267949789965456e-01,8.443279255020150753e-01,-4.000000000000003553e-01
4.257792915650726595e-01,9.048270524660195768e-01,-4.000000000000003553e-01
3.090169943749474513e-01,9.510565162951535312e-01,-4.000000000000003553e-01
1.873813145857245177e-01,9.822872507286887211e-01,-4.000000000000003553e-01
6.279051952931330449e-02,9.980267284282715590e-01,-4.000000000000003553e-01
-6.279051952931340164e-02,9.980267284282715590e-01,-4.000000000000003553e-01
-1.873813145857248230e-01,9.822872507286886101e-01,-4.000000000000003553e-01
-3.090169943749475623e-01,9.510565162951535312e-01,-4.000000000000003553e-01
-4.257792915650727150e-01,9.048270524660194658e-01,-4.000000000000003553e-01
-5.358267949789968787e-01,8.443279255020149643e-01,-4.000000000000003553e-01
-6.374239897486897455e-01,7.705132427757892533e-01,-4.000000000000003553e-01
-7.289686274214116635e-01,6.845471059286885041e-01,-4.000000000000003553e-01
-8.090169943749473402e-01,5.877852522924732481e-01,-4.000000000000003553e-01
-8.763066800438635839e-01,4.817536741017152124e-01,-4.000000000000003553e-01
-9.297764858882514583e-01,3.681245526846777527e-01,-4.000000000000003553e-01
-9.685831611286310761e-01,2.486898871648548226e-01,-4.000000000000003553e-01
-9.921147013144778759e-01,1.253332335643040918e-01,-4.000000000000003553e-01
-1.000000000000000000e+00,-3.216245299353273201e-16,-4.000000000000003553e-01
-9.921147013144778759e-01,-1.253332335643042861e-01,-4.000000000000003553e-01
-9.685831611286310761e-01,-2.486898871648550169e-01,-4.000000000000003553e-01
-9.297764858882512362e-01,-3.681245526846783078e-01,-4.000000000000003553e-01
-8.763066800438634729e-01,-4.817536741017153790e-01,-4.000000000000003553e-01
-8.090169943749472292e-01,-5.877852522924733591e-01,-4.000000000000003553e-01
-7.289686274214115524e-01,-6.845471059286887261e-01,-4.000000000000003553e-01
-6.374239897486895234e-01,-7.705132427757893643e-01,-4.000000000000003553e-01
-5.358267949789963236e-01,-8.443279255020152974e-01,-4.000000000000003553e-01
-4.257792915650721599e-01,-9.048270524660197989e-01,-4.000000000000003553e-01
-3.090169943749475623e-01,-9.510565162951535312e-01,-4.000000000000003553e-01
-1.873813145857246287e-01,-9.822872507286887211e-01,-4.000000000000003553e-01
-6.279051952931320735e-02,-9.980267284282715590e-01,-4.000000000000003553e-01
6.279051952931372083e-02,-9.980267284282715590e-01,-4.000000000000003553e-01
1.873813145857251283e-01,-9.822872507286886101e-01,-4.000000000000003553e-01
3.090169943749472292e-01,-9.510565162951536422e-01,-4.000000000000003553e-01
4.257792915650726040e-01,-9.048270524660195768e-01,-4.000000000000003553e-01
